REGION;CITY;addr:street;addr:housenumber;SEX;count;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;3;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;женский;3;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;3;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;3;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;мужской;3;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;76;;;
Челябинская;Челябинск;;;мужской;36;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;3;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;103;;;
Челябинская;Челябинск;;;мужской;70;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;женский;4;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;3;;;
Челябинская;Челябинск;;;женский;4;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;115;;;
Челябинская;Челябинск;;;мужской;89;;;
Челябинская;Челябинск;;;женский;4;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;3;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;4;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;6;;;
Челябинская;Челябинск;;;мужской;7;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;7;;;
Челябинская;Челябинск;;;мужской;5;;;
Челябинская;Челябинск;;;женский;4;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;3;;;
Челябинская;Челябинск;;;мужской;3;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;4;;;
Челябинская;Челябинск;;;женский;3;;;
Челябинская;Челябинск;;;мужской;3;;;
Челябинская;Челябинск;;;женский;5;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;женский;7;;;
Челябинская;Челябинск;;;мужской;5;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;3;;;
Челябинская;Челябинск;;;мужской;5;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;3;;;
Челябинская;Челябинск;;;женский;5;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;4;;;
Челябинская;Челябинск;;;мужской;5;;;
Челябинская;Челябинск;;;женский;5;;;
Челябинская;Челябинск;;;мужской;4;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;4;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;6;;;
Челябинская;Челябинск;;;мужской;3;;;
Челябинская;Челябинск;;;женский;5;;;
Челябинская;Челябинск;;;мужской;5;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;7;;;
Челябинская;Челябинск;;;мужской;6;;;
Челябинская;Челябинск;;;женский;3;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;5;;;
Челябинская;Челябинск;;;женский;3;;;
Челябинская;Челябинск;;;мужской;6;;;
Челябинская;Челябинск;;;женский;6;;;
Челябинская;Челябинск;;;мужской;4;;;
Челябинская;Челябинск;;;женский;3;;;
Челябинская;Челябинск;;;мужской;4;;;
Челябинская;Челябинск;;;женский;24;;;
Челябинская;Челябинск;;;мужской;11;;;
Челябинская;Челябинск;;;женский;15;;;
Челябинская;Челябинск;;;мужской;14;;;
Челябинская;Челябинск;;;женский;13;;;
Челябинская;Челябинск;;;мужской;7;;;
Челябинская;Челябинск;;;женский;20;;;
Челябинская;Челябинск;;;мужской;11;;;
Челябинская;Челябинск;;;женский;56;;;
Челябинская;Челябинск;;;мужской;45;;;
Челябинская;Челябинск;;;женский;9;;;
Челябинская;Челябинск;;;мужской;9;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;женский;10;;;
Челябинская;Челябинск;;;мужской;6;;;
Челябинская;Челябинск;;;женский;7;;;
Челябинская;Челябинск;;;мужской;9;;;
Челябинская;Челябинск;;;женский;84;;;
Челябинская;Челябинск;;;мужской;56;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;3;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;женский;31;;;
Челябинская;Челябинск;;;мужской;18;;;
Челябинская;Челябинск;;;женский;60;;;
Челябинская;Челябинск;;;мужской;43;;;
Челябинская;Челябинск;;;женский;35;;;
Челябинская;Челябинск;;;мужской;18;;;
Челябинская;Челябинск;;;женский;17;;;
Челябинская;Челябинск;;;мужской;15;;;
Челябинская;Челябинск;;;женский;3;;;
Челябинская;Челябинск;;;мужской;3;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;3;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;3;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;3;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;38;;;
Челябинская;Челябинск;;;мужской;24;;;
Челябинская;Челябинск;;;женский;57;;;
Челябинская;Челябинск;;;мужской;42;;;
Челябинская;Челябинск;;;женский;36;;;
Челябинская;Челябинск;;;мужской;25;;;
Челябинская;Челябинск;;;женский;46;;;
Челябинская;Челябинск;;;мужской;44;;;
Челябинская;Челябинск;;;женский;13;;;
Челябинская;Челябинск;;;мужской;9;;;
Челябинская;Челябинск;;;женский;55;;;
Челябинская;Челябинск;;;мужской;31;;;
Челябинская;Челябинск;;;женский;44;;;
Челябинская;Челябинск;;;мужской;30;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;56;;;
Челябинская;Челябинск;;;мужской;48;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;58;;;
Челябинская;Челябинск;;;мужской;36;;;
Челябинская;Челябинск;;;женский;80;;;
Челябинская;Челябинск;;;мужской;45;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;женский;51;;;
Челябинская;Челябинск;;;мужской;32;;;
Челябинская;Челябинск;;;женский;50;;;
Челябинская;Челябинск;;;мужской;26;;;
Челябинская;Челябинск;;;женский;16;;;
Челябинская;Челябинск;;;мужской;6;;;
Челябинская;Челябинск;;;женский;70;;;
Челябинская;Челябинск;;;мужской;34;;;
Челябинская;Челябинск;;;женский;3;;;
Челябинская;Челябинск;;;мужской;7;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;женский;19;;;
Челябинская;Челябинск;;;мужской;16;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;3;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;3;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;3;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;3;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;3;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;5;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;3;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;3;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;46;;;
Челябинская;Челябинск;;;мужской;32;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;3;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;3;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;женский;3;;;
Челябинская;Челябинск;;;мужской;3;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;4;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;3;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;3;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;4;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;женский;3;;;
Челябинская;Челябинск;;;мужской;3;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;3;;;
Челябинская;Челябинск;;;мужской;3;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;4;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;3;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;3;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;3;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;3;;;
Челябинская;Челябинск;;;мужской;3;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;4;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;женский;3;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;5;;;
Челябинская;Челябинск;;;мужской;3;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;6;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;3;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;104;;;
Челябинская;Челябинск;;;мужской;47;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;3;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;8;;;
Челябинская;Челябинск;;;мужской;9;;;
Челябинская;Челябинск;;;женский;51;;;
Челябинская;Челябинск;;;мужской;23;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;женский;3;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;226;;;
Челябинская;Челябинск;;;мужской;139;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;3;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;женский;190;;;
Челябинская;Челябинск;;;мужской;136;;;
Челябинская;Челябинск;;;женский;3;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;женский;3;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;10;;;
Челябинская;Челябинск;;;мужской;4;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;3;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;4;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;4;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;женский;8;;;
Челябинская;Челябинск;;;мужской;9;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;3;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;4;;;
Челябинская;Челябинск;;;мужской;4;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;3;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;3;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;4;;;
Челябинская;Челябинск;;;мужской;4;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;женский;3;;;
Челябинская;Челябинск;;;мужской;3;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;3;;;
Челябинская;Челябинск;;;мужской;3;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;3;;;
Челябинская;Челябинск;;;мужской;5;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;4;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;3;;;
Челябинская;Челябинск;;;мужской;4;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;4;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;женский;2;;;
Челябинская;Челябинск;;;мужской;3;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;2;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
Челябинская;Челябинск;;;мужской;1;;;
Челябинская;Челябинск;;;женский;1;;;
