REGION;CITY;addr:street;addr:housenumber;SEX;count;;
Челябинская;Челябинск;Электровозная 2-я;126;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;14;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;14;мужской;1;;
Челябинская;Челябинск;Электровозная 2-я;15;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;15;мужской;2;;
Челябинская;Челябинск;Электровозная 2-я;17;мужской;1;;
Челябинская;Челябинск;Электровозная 2-я;18;мужской;1;;
Челябинская;Челябинск;Электровозная 2-я;19;женский;2;;
Челябинская;Челябинск;Электровозная 2-я;19;мужской;1;;
Челябинская;Челябинск;Электровозная 2-я;1Б;женский;2;;
Челябинская;Челябинск;Электровозная 2-я;1Б;мужской;2;;
Челябинская;Челябинск;Электровозная 2-я;1В;мужской;1;;
Челябинская;Челябинск;Электровозная 2-я;2;мужской;1;;
Челябинская;Челябинск;Электровозная 2-я;22;женский;3;;
Челябинская;Челябинск;Электровозная 2-я;22;мужской;1;;
Челябинская;Челябинск;Электровозная 2-я;23;женский;3;;
Челябинская;Челябинск;Электровозная 2-я;23;мужской;1;;
Челябинская;Челябинск;Электровозная 2-я;24;женский;2;;
Челябинская;Челябинск;Электровозная 2-я;24;мужской;2;;
Челябинская;Челябинск;Электровозная 2-я;25;женский;3;;
Челябинская;Челябинск;Электровозная 2-я;25;мужской;1;;
Челябинская;Челябинск;Электровозная 2-я;26;женский;2;;
Челябинская;Челябинск;Электровозная 2-я;27;женский;2;;
Челябинская;Челябинск;Электровозная 2-я;27;мужской;1;;
Челябинская;Челябинск;Электровозная 2-я;28;женский;2;;
Челябинская;Челябинск;Электровозная 2-я;28;мужской;2;;
Челябинская;Челябинск;Электровозная 2-я;28А;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;29;женский;2;;
Челябинская;Челябинск;Электровозная 2-я;29;мужской;3;;
Челябинская;Челябинск;Электровозная 2-я;3;женский;5;;
Челябинская;Челябинск;Электровозная 2-я;3;мужской;2;;
Челябинская;Челябинск;Электровозная 2-я;31;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;31;мужской;1;;
Челябинская;Челябинск;Электровозная 2-я;32;женский;2;;
Челябинская;Челябинск;Электровозная 2-я;32;мужской;1;;
Челябинская;Челябинск;Электровозная 2-я;32А;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;33;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;33А;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;34;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;35;женский;3;;
Челябинская;Челябинск;Электровозная 2-я;35;мужской;5;;
Челябинская;Челябинск;Электровозная 2-я;36;мужской;1;;
Челябинская;Челябинск;Электровозная 2-я;37;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;39;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;39;мужской;1;;
Челябинская;Челябинск;Электровозная 2-я;3А;женский;3;;
Челябинская;Челябинск;Электровозная 2-я;3А;мужской;1;;
Челябинская;Челябинск;Электровозная 2-я;3Б;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;3Б;мужской;1;;
Челябинская;Челябинск;Электровозная 2-я;3В;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;3В;мужской;1;;
Челябинская;Челябинск;Электровозная 2-я;4;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;4;мужской;1;;
Челябинская;Челябинск;Электровозная 2-я;40;женский;2;;
Челябинская;Челябинск;Электровозная 2-я;40;мужской;2;;
Челябинская;Челябинск;Электровозная 2-я;43;женский;2;;
Челябинская;Челябинск;Электровозная 2-я;43;мужской;1;;
Челябинская;Челябинск;Электровозная 2-я;45;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;46;женский;5;;
Челябинская;Челябинск;Электровозная 2-я;46;мужской;3;;
Челябинская;Челябинск;Электровозная 2-я;47;женский;2;;
Челябинская;Челябинск;Электровозная 2-я;47;мужской;1;;
Челябинская;Челябинск;Электровозная 2-я;5;женский;2;;
Челябинская;Челябинск;Электровозная 2-я;5;мужской;4;;
Челябинская;Челябинск;Электровозная 2-я;50;женский;3;;
Челябинская;Челябинск;Электровозная 2-я;50;мужской;3;;
Челябинская;Челябинск;Электровозная 2-я;50/52;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;51;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;51;мужской;1;;
Челябинская;Челябинск;Электровозная 2-я;53;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;53;мужской;2;;
Челябинская;Челябинск;Электровозная 2-я;54;женский;4;;
Челябинская;Челябинск;Электровозная 2-я;54;мужской;2;;
Челябинская;Челябинск;Электровозная 2-я;54/56;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;54/56;мужской;1;;
Челябинская;Челябинск;Электровозная 2-я;55;женский;2;;
Челябинская;Челябинск;Электровозная 2-я;55;мужской;1;;
Челябинская;Челябинск;Электровозная 2-я;57;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;57;мужской;1;;
Челябинская;Челябинск;Электровозная 2-я;58;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;58;мужской;2;;
Челябинская;Челябинск;Электровозная 2-я;59;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;59;мужской;1;;
Челябинская;Челябинск;Электровозная 2-я;5А;женский;4;;
Челябинская;Челябинск;Электровозная 2-я;5А;мужской;1;;
Челябинская;Челябинск;Электровозная 2-я;5Б;женский;2;;
Челябинская;Челябинск;Электровозная 2-я;5Б;мужской;2;;
Челябинская;Челябинск;Электровозная 2-я;5В;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;5В;мужской;2;;
Челябинская;Челябинск;Электровозная 2-я;5Г;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;5Г;мужской;1;;
Челябинская;Челябинск;Электровозная 2-я;6;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;6;мужской;1;;
Челябинская;Челябинск;Электровозная 2-я;60;мужской;1;;
Челябинская;Челябинск;Электровозная 2-я;61;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;61;мужской;1;;
Челябинская;Челябинск;Электровозная 2-я;62;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;62;мужской;1;;
Челябинская;Челябинск;Электровозная 2-я;63;женский;2;;
Челябинская;Челябинск;Электровозная 2-я;64;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;64;мужской;1;;
Челябинская;Челябинск;Электровозная 2-я;65;мужской;1;;
Челябинская;Челябинск;Электровозная 2-я;65А;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;65А;мужской;2;;
Челябинская;Челябинск;Электровозная 2-я;66;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;67;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;67;мужской;1;;
Челябинская;Челябинск;Электровозная 2-я;68;женский;2;;
Челябинская;Челябинск;Электровозная 2-я;68;мужской;2;;
Челябинская;Челябинск;Электровозная 2-я;69;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;7;женский;5;;
Челябинская;Челябинск;Электровозная 2-я;7;мужской;5;;
Челябинская;Челябинск;Электровозная 2-я;70;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;70;мужской;1;;
Челябинская;Челябинск;Электровозная 2-я;71;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;72;мужской;2;;
Челябинская;Челябинск;Электровозная 2-я;73;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;75;мужской;1;;
Челябинская;Челябинск;Электровозная 2-я;76;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;76;мужской;1;;
Челябинская;Челябинск;Электровозная 2-я;77;женский;2;;
Челябинская;Челябинск;Электровозная 2-я;77;мужской;1;;
Челябинская;Челябинск;Электровозная 2-я;78;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;78;мужской;2;;
Челябинская;Челябинск;Электровозная 2-я;80;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;82;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;82;мужской;2;;
Челябинская;Челябинск;Электровозная 2-я;9;женский;4;;
Челябинская;Челябинск;Электровозная 2-я;9;мужской;5;;
Челябинская;Челябинск;Электровозная 2-я;98;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;98;мужской;1;;
Челябинская;Челябинск;Электровозная 2-я;98А;женский;1;;
Челябинская;Челябинск;Электровозная 2-я;98А;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;10;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;10;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;101;женский;2;;
Челябинская;Челябинск;Электровозная 3-я;105;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;10Б;женский;2;;
Челябинская;Челябинск;Электровозная 3-я;10В;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;10В;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;10Г;женский;3;;
Челябинская;Челябинск;Электровозная 3-я;10Г;мужской;8;;
Челябинская;Челябинск;Электровозная 3-я;11;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;11;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;111;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;111;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;113;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;113;мужской;3;;
Челябинская;Челябинск;Электровозная 3-я;115;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;115;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;117;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;117А;женский;2;;
Челябинская;Челябинск;Электровозная 3-я;119;женский;3;;
Челябинская;Челябинск;Электровозная 3-я;119;мужской;2;;
Челябинская;Челябинск;Электровозная 3-я;12;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;12;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;121;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;123;женский;2;;
Челябинская;Челябинск;Электровозная 3-я;123;мужской;2;;
Челябинская;Челябинск;Электровозная 3-я;125;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;125;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;127;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;127;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;12А;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;12Б;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;12В;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;12В;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;13;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;13;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;14;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;15;женский;3;;
Челябинская;Челябинск;Электровозная 3-я;15;мужской;3;;
Челябинская;Челябинск;Электровозная 3-я;16;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;17;женский;3;;
Челябинская;Челябинск;Электровозная 3-я;17;мужской;3;;
Челябинская;Челябинск;Электровозная 3-я;19;женский;2;;
Челябинская;Челябинск;Электровозная 3-я;19;мужской;4;;
Челябинская;Челябинск;Электровозная 3-я;2;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;2;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;21;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;21;мужской;2;;
Челябинская;Челябинск;Электровозная 3-я;22;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;22;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;23;женский;2;;
Челябинская;Челябинск;Электровозная 3-я;23;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;24;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;25;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;26;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;27;женский;2;;
Челябинская;Челябинск;Электровозная 3-я;27;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;28;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;28;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;28А;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;28А;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;2Б;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;2Б;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;2В;женский;3;;
Челябинская;Челябинск;Электровозная 3-я;3;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;30;женский;3;;
Челябинская;Челябинск;Электровозная 3-я;30;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;31;женский;3;;
Челябинская;Челябинск;Электровозная 3-я;31;мужской;2;;
Челябинская;Челябинск;Электровозная 3-я;32;мужской;2;;
Челябинская;Челябинск;Электровозная 3-я;33;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;34;женский;2;;
Челябинская;Челябинск;Электровозная 3-я;34;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;35;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;36;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;37;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;38;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;38;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;39;женский;2;;
Челябинская;Челябинск;Электровозная 3-я;4;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;4;мужской;2;;
Челябинская;Челябинск;Электровозная 3-я;41;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;43;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;43;мужской;2;;
Челябинская;Челябинск;Электровозная 3-я;44;женский;2;;
Челябинская;Челябинск;Электровозная 3-я;44;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;45;женский;2;;
Челябинская;Челябинск;Электровозная 3-я;45;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;46;женский;2;;
Челябинская;Челябинск;Электровозная 3-я;46;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;47;женский;2;;
Челябинская;Челябинск;Электровозная 3-я;47;мужской;2;;
Челябинская;Челябинск;Электровозная 3-я;48;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;49;женский;2;;
Челябинская;Челябинск;Электровозная 3-я;49;мужской;2;;
Челябинская;Челябинск;Электровозная 3-я;4А;женский;2;;
Челябинская;Челябинск;Электровозная 3-я;4А;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;51;женский;2;;
Челябинская;Челябинск;Электровозная 3-я;51;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;52;женский;2;;
Челябинская;Челябинск;Электровозная 3-я;52;мужской;2;;
Челябинская;Челябинск;Электровозная 3-я;53;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;54;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;54;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;54А;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;54А;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;55;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;55;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;57;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;6;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;6;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;60;женский;3;;
Челябинская;Челябинск;Электровозная 3-я;60;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;61;мужской;2;;
Челябинская;Челябинск;Электровозная 3-я;62;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;63;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;63;мужской;2;;
Челябинская;Челябинск;Электровозная 3-я;64;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;65;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;65;мужской;2;;
Челябинская;Челябинск;Электровозная 3-я;66;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;66;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;68;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;6А;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;6А;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;6Б;женский;2;;
Челябинская;Челябинск;Электровозная 3-я;7;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;7;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;70;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;72;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;74;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;74;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;76;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;78;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;8;женский;2;;
Челябинская;Челябинск;Электровозная 3-я;8;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;05.авг;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;83;женский;4;;
Челябинская;Челябинск;Электровозная 3-я;83;мужской;2;;
Челябинская;Челябинск;Электровозная 3-я;83Б;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;85;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;87;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;8А;женский;4;;
Челябинская;Челябинск;Электровозная 3-я;8А;мужской;2;;
Челябинская;Челябинск;Электровозная 3-я;8Б;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;8В;женский;2;;
Челябинская;Челябинск;Электровозная 3-я;8В;мужской;1;;
Челябинская;Челябинск;Электровозная 3-я;8Г;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;91;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;93;женский;1;;
Челябинская;Челябинск;Электровозная 3-я;93;мужской;3;;
Челябинская;Челябинск;Электровозная 3-я;97;женский;2;;
Челябинская;Челябинск;Электровозная 3-я;97;мужской;2;;
Челябинская;Челябинск;Электровозная 3-я;99;женский;2;;
Челябинская;Челябинск;Электровозная 3-я;99;мужской;2;;
Челябинская;Челябинск;Электровозная 4-я;1;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;1;мужской;2;;
Челябинская;Челябинск;Электровозная 4-я;01.янв;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;10;мужской;1;;
Челябинская;Челябинск;Электровозная 4-я;100;женский;2;;
Челябинская;Челябинск;Электровозная 4-я;100;мужской;2;;
Челябинская;Челябинск;Электровозная 4-я;102;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;102;мужской;1;;
Челябинская;Челябинск;Электровозная 4-я;104;мужской;1;;
Челябинская;Челябинск;Электровозная 4-я;106;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;106;мужской;1;;
Челябинская;Челябинск;Электровозная 4-я;108;мужской;1;;
Челябинская;Челябинск;Электровозная 4-я;11;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;110;мужской;1;;
Челябинская;Челябинск;Электровозная 4-я;114;мужской;1;;
Челябинская;Челябинск;Электровозная 4-я;115;женский;2;;
Челябинская;Челябинск;Электровозная 4-я;116;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;116;мужской;1;;
Челябинская;Челябинск;Электровозная 4-я;12;женский;2;;
Челябинская;Челябинск;Электровозная 4-я;12;мужской;3;;
Челябинская;Челябинск;Электровозная 4-я;120;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;121;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;121;мужской;3;;
Челябинская;Челябинск;Электровозная 4-я;123;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;123;мужской;1;;
Челябинская;Челябинск;Электровозная 4-я;123А;мужской;1;;
Челябинская;Челябинск;Электровозная 4-я;123Б;мужской;1;;
Челябинская;Челябинск;Электровозная 4-я;125;мужской;1;;
Челябинская;Челябинск;Электровозная 4-я;125Б;мужской;2;;
Челябинская;Челябинск;Электровозная 4-я;13;мужской;3;;
Челябинская;Челябинск;Электровозная 4-я;14;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;15;женский;2;;
Челябинская;Челябинск;Электровозная 4-я;15;мужской;1;;
Челябинская;Челябинск;Электровозная 4-я;16;женский;3;;
Челябинская;Челябинск;Электровозная 4-я;17;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;18;женский;2;;
Челябинская;Челябинск;Электровозная 4-я;18;мужской;1;;
Челябинская;Челябинск;Электровозная 4-я;19;женский;3;;
Челябинская;Челябинск;Электровозная 4-я;19;мужской;2;;
Челябинская;Челябинск;Электровозная 4-я;2;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;2;мужской;1;;
Челябинская;Челябинск;Электровозная 4-я;20;мужской;1;;
Челябинская;Челябинск;Электровозная 4-я;21;женский;2;;
Челябинская;Челябинск;Электровозная 4-я;21;мужской;1;;
Челябинская;Челябинск;Электровозная 4-я;22;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;23;женский;2;;
Челябинская;Челябинск;Электровозная 4-я;24;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;25;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;25;мужской;2;;
Челябинская;Челябинск;Электровозная 4-я;26;женский;2;;
Челябинская;Челябинск;Электровозная 4-я;26;мужской;1;;
Челябинская;Челябинск;Электровозная 4-я;27;мужской;1;;
Челябинская;Челябинск;Электровозная 4-я;28;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;28;мужской;3;;
Челябинская;Челябинск;Электровозная 4-я;3;мужской;1;;
Челябинская;Челябинск;Электровозная 4-я;30;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;30;мужской;3;;
Челябинская;Челябинск;Электровозная 4-я;31;женский;2;;
Челябинская;Челябинск;Электровозная 4-я;31;мужской;2;;
Челябинская;Челябинск;Электровозная 4-я;32;мужской;1;;
Челябинская;Челябинск;Электровозная 4-я;33;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;34;женский;2;;
Челябинская;Челябинск;Электровозная 4-я;34;мужской;1;;
Челябинская;Челябинск;Электровозная 4-я;35;женский;2;;
Челябинская;Челябинск;Электровозная 4-я;36;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;36;мужской;2;;
Челябинская;Челябинск;Электровозная 4-я;38;женский;2;;
Челябинская;Челябинск;Электровозная 4-я;38;мужской;3;;
Челябинская;Челябинск;Электровозная 4-я;39;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;4;женский;3;;
Челябинская;Челябинск;Электровозная 4-я;4;мужской;3;;
Челябинская;Челябинск;Электровозная 4-я;40;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;41;женский;2;;
Челябинская;Челябинск;Электровозная 4-я;42;женский;2;;
Челябинская;Челябинск;Электровозная 4-я;42;мужской;2;;
Челябинская;Челябинск;Электровозная 4-я;43;мужской;1;;
Челябинская;Челябинск;Электровозная 4-я;44;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;44;мужской;2;;
Челябинская;Челябинск;Электровозная 4-я;45;мужской;2;;
Челябинская;Челябинск;Электровозная 4-я;46;женский;2;;
Челябинская;Челябинск;Электровозная 4-я;47;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;47;мужской;1;;
Челябинская;Челябинск;Электровозная 4-я;5;женский;3;;
Челябинская;Челябинск;Электровозная 4-я;5;мужской;2;;
Челябинская;Челябинск;Электровозная 4-я;50;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;51;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;51;мужской;3;;
Челябинская;Челябинск;Электровозная 4-я;52;женский;2;;
Челябинская;Челябинск;Электровозная 4-я;52;мужской;1;;
Челябинская;Челябинск;Электровозная 4-я;53;женский;4;;
Челябинская;Челябинск;Электровозная 4-я;54;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;55;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;56;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;56;мужской;1;;
Челябинская;Челябинск;Электровозная 4-я;57;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;57;мужской;1;;
Челябинская;Челябинск;Электровозная 4-я;58;женский;2;;
Челябинская;Челябинск;Электровозная 4-я;58;мужской;1;;
Челябинская;Челябинск;Электровозная 4-я;6;женский;2;;
Челябинская;Челябинск;Электровозная 4-я;60;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;60;мужской;1;;
Челябинская;Челябинск;Электровозная 4-я;61;женский;2;;
Челябинская;Челябинск;Электровозная 4-я;61;мужской;2;;
Челябинская;Челябинск;Электровозная 4-я;62;женский;2;;
Челябинская;Челябинск;Электровозная 4-я;64;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;64;мужской;2;;
Челябинская;Челябинск;Электровозная 4-я;65;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;65;мужской;1;;
Челябинская;Челябинск;Электровозная 4-я;66;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;66;мужской;1;;
Челябинская;Челябинск;Электровозная 4-я;67;женский;3;;
Челябинская;Челябинск;Электровозная 4-я;67;мужской;4;;
Челябинская;Челябинск;Электровозная 4-я;68;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;69;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;69;мужской;1;;
Челябинская;Челябинск;Электровозная 4-я;7;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;7;мужской;1;;
Челябинская;Челябинск;Электровозная 4-я;70;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;71;женский;2;;
Челябинская;Челябинск;Электровозная 4-я;71;мужской;1;;
Челябинская;Челябинск;Электровозная 4-я;72;женский;6;;
Челябинская;Челябинск;Электровозная 4-я;72;мужской;3;;
Челябинская;Челябинск;Электровозная 4-я;73;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;73;мужской;1;;
Челябинская;Челябинск;Электровозная 4-я;74;женский;2;;
Челябинская;Челябинск;Электровозная 4-я;74;мужской;1;;
Челябинская;Челябинск;Электровозная 4-я;75;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;75;мужской;2;;
Челябинская;Челябинск;Электровозная 4-я;79;мужской;1;;
Челябинская;Челябинск;Электровозная 4-я;8;женский;2;;
Челябинская;Челябинск;Электровозная 4-я;8;мужской;3;;
Челябинская;Челябинск;Электровозная 4-я;89;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;89;мужской;1;;
Челябинская;Челябинск;Электровозная 4-я;9;женский;3;;
Челябинская;Челябинск;Электровозная 4-я;91;женский;2;;
Челябинская;Челябинск;Электровозная 4-я;91;мужской;1;;
Челябинская;Челябинск;Электровозная 4-я;93;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;93;мужской;3;;
Челябинская;Челябинск;Электровозная 4-я;94;женский;4;;
Челябинская;Челябинск;Электровозная 4-я;94;мужской;4;;
Челябинская;Челябинск;Электровозная 4-я;95;женский;2;;
Челябинская;Челябинск;Электровозная 4-я;95;мужской;2;;
Челябинская;Челябинск;Электровозная 4-я;98;женский;2;;
Челябинская;Челябинск;Электровозная 4-я;98;мужской;2;;
Челябинская;Челябинск;Электровозная 4-я;99;женский;1;;
Челябинская;Челябинск;Электровозная 4-я;99;мужской;4;;
Челябинская;Челябинск;Электровозная 5-я;03Б;женский;1;;
Челябинская;Челябинск;Электровозная 5-я;1;женский;1;;
Челябинская;Челябинск;Электровозная 5-я;1;мужской;7;;
Челябинская;Челябинск;Электровозная 5-я;10;женский;1;;
Челябинская;Челябинск;Электровозная 5-я;10;мужской;1;;
Челябинская;Челябинск;Электровозная 5-я;100;женский;1;;
